,Title,Story,Clusters,Actual Clusters,Right(0)/Wrong(1)
807,copper slump amid fear slowdown china,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
808,stock tumbl disappoint data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
809,lme offici export data add china assault copper,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
810,yuan drop greenback chines export fall,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
811,global market weak china export weigh stock hit commod,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
812,china yuan impact world,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
813,emerg market stock declin commod china weaken,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
814,whistl past graveyard china st ever bond default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
815,china data rattl world market investor worri hard land,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
816,weak chines trade data hit stock knock commod,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
817,china learn rescu lame duck,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
818,em morn roundup asia slump china weak export data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
819,goldman see china stock ralli decad low valuat,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
820,bond default crisi china unlik year,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
821,post shoaib ur rehman siddiqui,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,18,13,0
822,shanghai copper slide pc china concern,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
823,fail issuanc show grow risk awar,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,3,13,0
824,disappoint chines export halt stock hammer commod,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
825,risk china disappoint,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
826,stock futur slightli coca cola cut execut pay chiquita top banana,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
827,hong kong china share sink weak mainland data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
828,metal copper month low fear china deal could unwind,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
829,china default chaori four five trust loan outstand,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
830,chaori default spell reform china debt market,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
831,manag voic concern china bond near default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
832,world stock paus commod fall,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
833,stock commod hammer china data disappoint,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
834,disappoint china export halt world stock hammer commod,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
835,lme copper eight month low china demand fear,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
836,copper cathod stock china shfe warehous rise th week,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
837,hong kong share end sharpli lower china trade data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
838,video chaori default spell reform china debt market,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
839,copper see slight fall uncertainti weigh sentiment,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,15,13,0
840,world stock report global stock declin sluggish japan china,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
841,china stock hit new low,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
842,chines market get demolish,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,9,13,0
843,china stock sink weak data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
844,china csi sink year low export slump weaken yuan,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
845,copper sell continu weak metal price hit mth low,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
846,hk stock close pct lower,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
847,hk share biggest loss week anem china data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
848,china csi index plung five year low export slump,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
849,hong konger hold parodi communist ralli,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
850,shanghai copper price fall black monday,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
851,commod china fear hit copper oil shanghai commod slump,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
852,copper fall bed underscor china woe,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,15,13,0
853,hong kong share biggest loss week anem china data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
854,interview peter hildebrand gener manag w hong kong,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,11,13,0
855,china aluminium import fall februari,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,9,13,0
856,shanghai copper slide pct china concern,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
857,china stock slump lacklust econom indic,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
858,hang seng shanghai plung close,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
859,china rate yuan slide export surpris fuel monetari eas talk,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
860,china csi share index year close low slowdown fear,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
861,chines share sink growth data fear,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
862,rout copper price continu chines trade data worri,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
863,ident crisi standard crisi,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,10,13,0
864,china stock fall eight month yuan drop trade,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
865,comment landmark default dent confid china,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
866,china share extend loss weak macro data csi per cent,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
867,china share extend loss weak macro data csi pct,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
868,chines brokerag drop plan shanghai ipo favour hong kong,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,11,13,0
869,declin export knock confid chines growth,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
870,lme asian wrap copper price fall china growth concern,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
871,chaori sell solar farm repay bondhold default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
872,china csi index near month low hong kong sink,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
873,copper slump worri china economi,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,10,13,0
874,chaori corpor bond default financi stabil,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
875,china csi index near mth low hong kong sink,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
876,china stock seen ralli goldman valuat,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
877,develop slump yuan drop close fund window china credit,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
878,hong kong dump ground middl ipo,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,11,13,0
879,pboc drop yuan,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
880,asian share declin weak china data,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
881,china export declin show growth goal challeng premier,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
882,parodi protest march urg mainland reignit patriot,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,10,13,0
883,journal say first default china corpor bond market unlik,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
884,yuan drop pboc cut refer rate sinc juli,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
885,copper iron ore futur grip panic sell,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
886,copper slip asian stock china data ringgit weaken,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
887,china csi plung five year low export slump,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
888,hong kong h share head one month low china export slide,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
889,hong kong h share set one month low china export,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
890,big drop chines export fuel fear,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
891,copper slip australian stock nikkei futur oil drop,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
892,mainland stock exchang drop amid bond default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
893,chines carbon firm ahead emiss deadlin,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
894,china growth goal challeng fall export factori price,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
895,travel checklist money passport wallet rest bought,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,17,13,0
896,copper plung chines default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
897,bond default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
898,foreign insur lobbi open guangdong market,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
899,copper plung chines compani default,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
900,chines trade figur deal blow confid,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
901,world week ahead dark cloud china,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
902,china challeng fall export factori price,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
903,copper fall china concern,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
904,china rise demand expat,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
905,mainland stock exchang drop amid concern first corpor bond market,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,12,13,0
906,chines women marri elderli hong kong men obtain resid,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,11,13,0
907,copper post biggest declin sinc china demand concern,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
908,china export unexpectedli declin blow confid,dn8H6sYjpAZnsgM2qvfMRDttKqhXM,13,13,1
909,sec ask municip bond seller report disclosur breach,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
910,sec urg muni issuer underwrit report violat,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
911,sec ask municip bond seller report disclosur violat,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
912,sec launch enforc cooper initi municip issuer,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
913,updat favor term us muni issuer report inaccuraci sec,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
914,favor term us muni issuer report inaccuraci sec,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
915,sec ask municip bond seller report violat,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
916,new sec regul municip advisor underwrit take effect juli,dB-tpHT6UcWshiMWbl2RE5KjRPsJM,12,12,1
917,titanfal review roundup,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
918,titanfal review buddi,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
919,respawn titanfal server stabil microsoft azur hand,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
920,titanfal resolut like increas patch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
921,xbox one titanfal bundl releas date tomorrow pre order price,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
922,titanfal xbox one resolut like increas launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
923,titanfal live action adapt develop trailer releas date reveal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
924,titanfal fan south africa ask ea let play,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
925,titanfal xbox one like get resolut increas respawn say,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
926,titanfal launch tuesday microsoft hope boost xbox sale,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
927,xbox one titanfal bundl uk price drop hope shoot ps,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
928,titanfal launch p xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
929,xbox one may still get p titanfal post releas patch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
930,microsoft titanfal could game changer xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
931,titanfal midnight releas locat gamestop best buy offer,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
932,titanfal run p resolut xbox one may get postlaunch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
933,titanfal xbox one launch microsoft releas critic acclaim first person,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
934,titanfal launch p xbox one resolut like increas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
935,titanfal increas resolut post launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
936,titanfal ship p xbox one post releas resolut like increas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
937,titanfal wallpap window phone,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
938,standbi titanfal talk respawn ceo vinc zampella,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
939,microsoft xbox one titanfal anoth non p titl,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
940,microsoft walt whitman store gird titanfal land,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
941,toy r us offer game purchas titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,20,21,0
942,titanfal offici p xbox one p,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
943,titanfal review progress,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
944,titanfal take aim cloud realli let design go crazi,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,13,21,0
945,titanfal xbox one resolut confirm p like increas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
946,gamer get hand long await titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
947,titanfal thunder game store monday night,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
948,titanfal display p,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
949,titanfal tuesday releas mean great deal xbox one find,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
950,launch titanfal push xbox one limit,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
951,insid claim titanfal alreadi help sell million xbox one consol,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
952,titanfal review xbox one pc,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
953,watch us play titanfal xbox one poorli right updat,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
954,microsoft titanfal rais xbox one sale,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
955,titanfal get live action content,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
956,xbox one titanfal bundl price drop,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
957,titanfal xbox one frame rate uneven struggl lot even p,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
958,review round titanfal xbox one pc,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
959,news snatch titanfal special releas time resolut rank,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
960,titanfal review,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
961,respawn launch site teas origin titanfal stori content,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
962,titanfal like see resolut bump post releas xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
963,microsoft xbox last life,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,13,21,0
964,respawn patch increas xbox one titanfal p resolut like,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
965,respawn titanfal set launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
966,titanfal review roundup price download dlc xbox one pc spec,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
967,respawn consid patch p support xbox one titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
968,titanfal xbox one resolut updat readi releas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
969,next gen start tomorrow titanfal launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
970,titanfal xbox one like get improv resolut launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
971,titanfal releas date near twitter predict outsel battlefield,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,13,21,0
972,buy titanfal month xbox live membership target save,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
973,titanfal launch parti toronto,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
974,insid microsoft sell xbox one without kinect near futur,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
975,titanfal xbox one struggl framer despit p resolut,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
976,titanfal live action adapt come,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
977,high re hope titanfal could hit p patch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,4,21,0
978,game inbox arkham knight footbal manag vita titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,16,21,0
979,titanfal review bring posit prior upcom launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
980,addict titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
981,titanfal review multiplay first person shooter get addict,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
982,titanfal gameplay basic releas date dlc everyth els need,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,6,21,0
983,microsoft place big bet titanfal xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
984,titanfal earli review round,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
985,titanfal review round simciti battlefield taught review lesson,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
986,titanfal run p xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
987,titanfal xbox one resolut titanfal xbox one resolut p like,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
988,titanfal releas date tuesday physic copi requir day one updat,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
989,earli uk titanfal player ban probabl,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
990,level quickli titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,1,21,0
991,titanfal captur flag tripl threat,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
992,titanfal xbox one may bump p patch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
993,respawn use microsoft azur cloud server make titanfal smarter,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
994,titanfal resolut may boost post launch patch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
995,titanfal requir day one patch updat earli xbox one player report,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
996,readi titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
997,review titanfal breath new life bore fp genr,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
998,titanfal joystiq review,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
999,titanfal prepar revolut,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,10,21,0
1000,microsoft share price titanfal seen game changer xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1001,titanfal review round heavyweight,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1002,titanfal life better titan trailer get extend cut,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1003,xba review titanfal xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1004,dual ing impress discuss titanfal launch day eve,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1005,titanfal worthi good bad hype review,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1006,tip play titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1007,titanfal great probabl consol seller microsoft hope,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1008,titanfal review prime deliveri,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1009,liveplay titanfal reveal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,17,21,0
1010,review titanfal tower,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1011,everyth titanfal gigant left us want,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1012,titanfal review call duti robot,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1013,titanfal launch review,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1014,titanfal review new xbox one multiplay shooter worth buy new,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1015,titanfal xbox one resolut could improv post launch patch say,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1016,make break game microsoft msft xbox one launch tomorrow,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1017,titanfal launch p resolut xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1018,live action titanfal trailer get extend cut,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1019,respawn may patch titanfal higher resolut xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1020,titanfal exact time player start play digit copi tonight,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1021,titanfal lead pre order chart releas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1022,titanfal resolut could increas futur patch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1023,titanfal releas date microsoft bank xbox one exclus titl,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1024,titanfal launch tuesday xbox one top ps,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1025,titanfal give microsoft electron art plenti sale ammo,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1026,microsoft hope titan size game success revers xbox one fall,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1027,respawn look increas titanfal p resolut xbox one post launch,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1028,titanfal come uk,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,17,21,0
1029,titanfal xbox one download time announc respawn,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1030,tomorrow titanfal launch import day xbox one yet,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1031,titanfal ship p xbox one respawn target p,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1032,titanfal xbox one confirm p resolut,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1033,titanfal review ea spectacular shooter good everyon think,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1034,titanfal theme xbox one consol given respawn employe,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1035,titanfal launch preload game instant gratif,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1036,closer look titanfal secret weapon microsoft cloud,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,19,21,0
1037,titanfal first real digit test xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1038,respawn entertain jon shire titanfal use microsoft cloud,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1039,reason excit titanfal,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1040,titanfal teas live action content,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1041,titanfal pc player use workaround play earli may get ban,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1042,titanfal pre load avail tomorrow launch us video,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1043,titanfal ship p xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1044,titanfal reviv microsoft xbox one sale,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1045,microsoft hope titanfal boost xbox one sale,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1046,titanfal ban hammer quick judg,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1047,titanfal shi get real,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1048,mb titanfal day one patch live xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1049,titanfal best place get one upon releas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1050,titanfal pre load avail global releas time announc,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1051,titanfal set midnight releas event sydney,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,13,21,0
1052,video game news rumor,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1053,space battl may hold key microsoft xbox one,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1054,want titanfal video,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1055,titanfal mb day one updat,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1056,titanfal pre releas date deal twist,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1057,titanfal bring xbox one sale,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1058,earli pc titanfal player may get ban hammer,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1059,titanfal live action seri inbound,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1060,art titanfal review,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1061,earli titanfal livestream risk twitch ban,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1062,standbi titanfal pc player pre load via origin,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1063,titanfal gb uncompress audio file say user,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1064,titanfal xbox one resolut hit p final build claim gamer pc strive,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1065,titanfal live action content produc playfight,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
